customer_id,snapshot_date,age,region,relationship_months,avg_monthly_inflow_6m,salary_inflow_ratio,inflow_cv_6m,avg_balance_6m,min_balance_6m,avg_monthly_spend_6m,monthly_txn_count_6m,digital_txn_ratio,cash_withdrawal_ratio,essential_spend_ratio,discretionary_spend_ratio,travel_spend_ratio,education_spend_ratio,business_merchant_ratio,investment_contribution_ratio,loan_balance,credit_card_utilisation,days_since_last_txn,monthly_app_logins_3m,products_held,overdraft_events_6m,late_payment_events_12m
C00149,2026-06-30,21,Other,35,3649,0.657,0.178,2155,880,2400,83,0.901,0.019,0.448,0.385,0.035,0.109,0.046,0.052,29750,0.29,3,25,3,1,0
C00150,2026-06-30,34,Bay of Plenty,76,10570,0.716,0.234,15443,6100,8916,94,0.893,0.042,0.393,0.467,0.123,0.036,0.104,0.064,34435,0.506,3,25,6,0,0
C00151,2026-06-30,37,Auckland,94,6118,1.0,0.126,18377,7710,3355,74,0.856,0.052,0.436,0.349,0.045,0.093,0.059,0.047,55702,0.281,3,13,4,0,0
C00152,2026-06-30,38,Auckland,50,6223,0.734,0.193,9146,2796,5715,74,0.801,0.102,0.521,0.42,0.13,0.047,0.104,0.012,163322,0.522,1,23,4,0,0
C00153,2026-06-30,61,Auckland,163,29282,0.462,0.077,143077,114430,10503,40,0.744,0.055,0.504,0.258,0.087,0.047,0.146,0.318,187654,0.197,4,16,5,0,0
C00154,2026-06-30,41,Wellington,131,6837,0.889,0.088,11824,6071,2779,58,0.75,0.148,0.491,0.271,0.05,0.105,0.077,0.081,0,0.283,2,20,3,0,0
C00155,2026-06-30,59,Other,143,4649,0.344,0.34,6171,2904,2697,16,0.289,0.34,0.613,0.13,0.047,0.015,0.059,0.086,63054,0.109,16,4,2,0,0
C00156,2026-06-30,39,Auckland,84,9864,0.495,0.219,10385,1868,7565,120,0.83,0.101,0.379,0.432,0.131,0.047,0.083,0.087,63151,0.567,1,24,3,0,0
C00157,2026-06-30,39,Bay of Plenty,50,5665,0.893,0.188,15494,7032,3086,77,0.954,0.068,0.557,0.29,0.052,0.068,0.064,0.086,233946,0.317,5,21,4,0,0
C00158,2026-06-30,60,Other,125,2902,0.444,0.327,8190,3188,1953,55,0.295,0.419,0.511,0.193,0.024,0.021,0.102,0.016,13866,0.051,19,8,2,0,0
C00159,2026-06-30,37,Waikato,106,4173,0.954,0.128,21424,10269,2317,55,0.76,0.092,0.552,0.18,0.041,0.057,0.086,0.041,167590,0.338,2,14,5,0,0
C00160,2026-06-30,33,Other,123,5039,0.845,0.137,4616,1826,2626,73,0.694,0.051,0.431,0.289,0.073,0.049,0.072,0.086,128833,0.294,3,18,5,0,0
C00161,2026-06-30,40,Canterbury,102,5046,0.76,0.171,8134,3740,2836,53,0.725,0.0,0.477,0.217,0.055,0.039,0.037,0.082,299632,0.295,3,16,6,0,0
C00162,2026-06-30,52,Waikato,185,16347,0.524,0.195,95863,61288,7183,55,0.79,0.028,0.458,0.196,0.163,0.059,0.1,0.329,214857,0.059,6,14,5,0,0
C00163,2026-06-30,25,Auckland,50,3976,0.754,0.198,3515,748,3407,59,1.0,0.125,0.508,0.362,0.046,0.083,0.059,0.0,4312,0.439,3,20,2,0,0
C00164,2026-06-30,24,Wellington,1,4340,0.538,0.221,3760,1170,2724,54,0.983,0.0,0.43,0.359,0.058,0.086,0.047,0.036,3998,0.201,2,27,2,0,0
C00165,2026-06-30,46,Auckland,79,5638,0.968,0.103,24356,8694,2309,54,0.824,0.088,0.535,0.222,0.0,0.08,0.08,0.097,325186,0.21,3,17,3,0,1
C00166,2026-06-30,41,Waikato,84,4969,0.821,0.183,5403,2350,2080,68,0.94,0.0,0.497,0.279,0.085,0.046,0.059,0.081,153094,0.32,3,21,3,0,0
C00167,2026-06-30,29,Bay of Plenty,1,2468,0.805,0.225,2711,769,2049,50,0.959,0.0,0.513,0.4,0.038,0.096,0.036,0.021,8827,0.497,6,33,4,0,0
C00168,2026-06-30,35,Waikato,73,6757,0.708,0.109,16740,8722,4207,66,0.813,0.123,0.454,0.219,0.055,0.081,0.086,0.087,154076,0.312,2,8,3,0,0
C00169,2026-06-30,41,Other,125,5498,0.876,0.137,16478,6941,2944,45,0.794,0.091,0.478,0.304,0.06,0.09,0.006,0.046,168351,0.29,2,18,4,0,0
C00170,2026-06-30,41,Canterbury,96,6331,0.854,0.197,18313,9658,3474,58,0.831,0.106,0.445,0.295,0.041,0.049,0.087,0.091,124232,0.061,4,13,4,0,0
C00171,2026-06-30,34,Wellington,80,7474,0.641,0.256,11363,2695,7877,119,0.987,0.006,0.448,0.541,0.12,0.023,0.088,0.08,52565,0.729,1,37,4,2,0
C00172,2026-06-30,31,Auckland,14,3285,0.599,0.179,2255,789,2096,72,0.94,0.14,0.451,0.32,0.037,0.056,0.068,0.0,17690,0.321,3,17,3,0,1
C00173,2026-06-30,64,Waikato,116,4616,0.219,0.309,6670,3296,2733,13,0.253,0.443,0.494,0.167,0.0,0.034,0.095,0.03,31159,0.143,20,4,2,0,0
C00174,2026-06-30,22,Other,12,4422,0.809,0.283,6206,2179,3581,77,0.905,0.081,0.47,0.396,0.065,0.074,0.057,0.015,0,0.278,2,22,3,0,0
C00175,2026-06-30,31,Auckland,69,5965,0.809,0.157,13129,6563,3375,62,0.77,0.13,0.49,0.267,0.07,0.074,0.0,0.083,0,0.472,2,14,5,0,0
C00176,2026-06-30,40,Canterbury,68,7257,0.687,0.245,5530,111,6936,73,0.901,0.006,0.499,0.418,0.097,0.03,0.099,0.045,0,0.576,2,29,5,1,0
C00177,2026-06-30,53,Wellington,122,28402,0.546,0.21,104876,70351,15321,40,0.889,0.039,0.576,0.233,0.158,0.028,0.081,0.28,0,0.0,6,13,6,0,0
C00178,2026-06-30,45,Waikato,173,12251,0.515,0.19,135930,98609,3865,50,0.791,0.0,0.412,0.371,0.138,0.024,0.062,0.221,290647,0.265,8,6,6,0,0
C00179,2026-06-30,26,Other,50,3345,0.599,0.193,4804,1650,2505,49,0.848,0.091,0.432,0.39,0.003,0.096,0.055,0.032,3044,0.418,3,25,2,0,0
C00180,2026-06-30,26,Other,31,2401,0.857,0.201,5394,1168,1886,69,0.884,0.089,0.402,0.365,0.031,0.085,0.033,0.052,0,0.205,4,24,3,0,0
C00181,2026-06-30,34,Bay of Plenty,86,7109,0.703,0.187,15924,7037,5379,81,0.804,0.107,0.42,0.427,0.071,0.028,0.056,0.002,56821,0.393,1,28,4,0,0
C00182,2026-06-30,29,Other,63,9947,0.67,0.208,18566,4735,7546,95,0.917,0.1,0.476,0.476,0.104,0.026,0.122,0.071,233347,0.64,1,21,3,1,0
C00183,2026-06-30,50,Bay of Plenty,98,3158,0.388,0.263,9432,4193,2160,20,0.321,0.352,0.543,0.22,0.038,0.034,0.094,0.0,38472,0.097,17,10,4,0,0
C00184,2026-06-30,27,Other,10,2802,0.776,0.276,2367,798,2391,69,0.997,0.04,0.483,0.311,0.053,0.106,0.064,0.077,8624,0.308,4,23,3,0,0
C00185,2026-06-30,22,Canterbury,12,2273,0.728,0.242,2477,429,1815,64,0.957,0.039,0.403,0.373,0.027,0.051,0.048,0.054,6854,0.451,2,30,2,0,1
C00186,2026-06-30,48,Other,189,13728,0.591,0.224,202021,138251,4341,38,0.784,0.0,0.445,0.306,0.132,0.025,0.103,0.254,92587,0.314,4,18,6,0,0
C00187,2026-06-30,52,Auckland,196,14101,0.466,0.142,100964,57909,4577,53,0.72,0.097,0.404,0.366,0.141,0.059,0.116,0.328,168828,0.031,4,21,7,0,0
C00188,2026-06-30,41,Waikato,83,5206,0.923,0.123,13715,6612,3843,66,0.755,0.064,0.49,0.275,0.046,0.095,0.057,0.126,62417,0.293,4,23,5,1,0
C00189,2026-06-30,42,Bay of Plenty,93,7605,0.712,0.073,17345,8821,3747,29,0.779,0.127,0.495,0.301,0.043,0.05,0.032,0.13,55812,0.318,2,24,6,0,0
C00190,2026-06-30,43,Waikato,119,18656,0.59,0.187,166336,111997,8759,43,0.816,0.067,0.536,0.258,0.098,0.02,0.095,0.289,475365,0.19,7,22,7,0,0
C00191,2026-06-30,28,Bay of Plenty,115,9573,0.65,0.166,14985,2911,7063,88,0.866,0.17,0.38,0.493,0.049,0.044,0.101,0.036,128952,0.609,2,24,6,1,0
C00192,2026-06-30,47,Auckland,113,7454,0.838,0.135,9115,4105,6271,63,0.719,0.109,0.502,0.241,0.03,0.058,0.027,0.063,0,0.215,3,17,4,0,0
C00193,2026-06-30,26,Other,32,4800,0.692,0.203,3296,1273,4196,87,0.851,0.009,0.411,0.326,0.055,0.096,0.037,0.0,0,0.476,5,26,2,1,0
C00194,2026-06-30,41,Other,69,4004,0.588,0.157,12098,5288,2382,60,0.975,0.061,0.445,0.328,0.09,0.047,0.051,0.037,31111,0.209,3,16,4,0,0
C00195,2026-06-30,40,Auckland,104,5151,0.92,0.126,8833,3188,3297,65,0.876,0.144,0.535,0.256,0.005,0.08,0.04,0.075,160126,0.233,3,21,3,0,0
C00196,2026-06-30,47,Auckland,125,4180,0.402,0.351,20671,6747,2020,20,0.165,0.381,0.438,0.276,0.0,0.027,0.128,0.043,0,0.0,18,0,1,0,0
C00197,2026-06-30,25,Waikato,59,3317,0.816,0.215,3833,797,3113,52,0.984,0.052,0.44,0.309,0.044,0.093,0.03,0.088,3105,0.395,3,21,1,0,0
C00198,2026-06-30,29,Bay of Plenty,19,3969,0.854,0.134,2722,1195,2933,67,0.863,0.0,0.501,0.315,0.014,0.073,0.02,0.0,11267,0.455,3,19,3,0,0
C00199,2026-06-30,40,Wellington,109,3875,0.902,0.046,28728,9218,1891,66,0.738,0.104,0.549,0.236,0.054,0.115,0.0,0.094,466247,0.272,3,25,3,0,0
C00200,2026-06-30,43,Waikato,41,7420,0.856,0.112,16962,8740,4835,49,0.856,0.067,0.506,0.234,0.051,0.05,0.053,0.107,53740,0.247,4,20,3,0,0
C00201,2026-06-30,23,Auckland,43,5174,0.824,0.189,3951,1190,4756,67,0.954,0.066,0.391,0.359,0.055,0.108,0.041,0.03,8420,0.404,4,29,3,0,0
C00202,2026-06-30,33,Other,68,12567,0.648,0.216,7363,147,12848,95,0.997,0.159,0.356,0.545,0.123,0.041,0.115,0.063,97959,0.612,2,34,4,4,1
C00203,2026-06-30,52,Other,127,3184,0.351,0.312,12980,4675,1743,26,0.233,0.402,0.562,0.175,0.017,0.019,0.089,0.03,0,0.154,19,10,2,1,0
C00204,2026-06-30,18,Bay of Plenty,1,2392,0.578,0.238,3663,806,1895,57,0.906,0.051,0.393,0.365,0.077,0.099,0.1,0.011,0,0.171,3,27,1,0,0
C00205,2026-06-30,40,Bay of Plenty,38,5016,0.873,0.02,22966,11109,2800,39,0.787,0.092,0.446,0.297,0.087,0.063,0.037,0.083,0,0.153,4,17,3,0,0
C00206,2026-06-30,37,Auckland,63,5538,0.813,0.244,10649,5750,3128,64,0.704,0.139,0.398,0.292,0.044,0.068,0.076,0.085,94100,0.36,3,23,4,0,1
C00207,2026-06-30,18,Canterbury,6,2914,0.686,0.193,1793,728,1916,80,0.927,0.032,0.488,0.444,0.031,0.105,0.068,0.089,0,0.196,3,27,1,0,0
C00208,2026-06-30,42,Canterbury,172,17047,0.562,0.097,272483,198812,5574,53,0.633,0.0,0.479,0.293,0.108,0.059,0.102,0.312,270107,0.322,3,13,7,0,0
C00209,2026-06-30,62,Other,122,10838,0.432,0.147,177763,121222,4020,54,0.711,0.032,0.53,0.271,0.153,0.0,0.092,0.263,205347,0.0,5,16,5,0,0
C00210,2026-06-30,25,Waikato,24,2409,0.649,0.229,3527,1174,2377,66,0.97,0.045,0.449,0.41,0.053,0.097,0.017,0.046,0,0.404,3,16,2,1,0
C00211,2026-06-30,40,Wellington,44,8777,0.593,0.171,10676,2659,9252,105,0.949,0.109,0.341,0.532,0.128,0.0,0.073,0.063,151388,0.872,2,20,5,4,0
C00212,2026-06-30,54,Bay of Plenty,74,4357,0.419,0.449,10791,6176,2333,18,0.291,0.312,0.534,0.281,0.051,0.04,0.082,0.08,0,0.224,17,0,2,0,0
C00213,2026-06-30,55,Other,145,4059,0.551,0.314,13674,6612,1835,13,0.323,0.368,0.568,0.129,0.037,0.015,0.122,0.035,64925,0.0,17,5,3,0,0
C00214,2026-06-30,36,Other,8,7144,0.557,0.276,11107,1761,6128,113,0.849,0.058,0.386,0.485,0.151,0.009,0.054,0.012,0,0.757,1,30,4,1,0
C00215,2026-06-30,39,Wellington,128,4427,1.0,0.103,13860,5600,2904,60,0.822,0.12,0.551,0.204,0.04,0.064,0.084,0.103,160553,0.296,3,18,3,0,0
C00216,2026-06-30,53,Wellington,161,4524,0.434,0.349,6633,3225,2777,28,0.326,0.474,0.436,0.205,0.0,0.005,0.101,0.058,17010,0.119,15,5,3,0,0
C00217,2026-06-30,20,Waikato,8,2992,0.718,0.323,1502,559,2914,81,0.836,0.088,0.473,0.308,0.034,0.1,0.028,0.017,12765,0.007,3,12,3,0,0
C00218,2026-06-30,26,Canterbury,66,8009,0.677,0.143,10985,2670,5494,77,0.87,0.03,0.463,0.397,0.11,0.07,0.074,0.105,117168,0.736,2,26,5,0,0
C00219,2026-06-30,27,Other,12,2681,0.83,0.234,3030,730,2048,59,0.967,0.037,0.476,0.371,0.074,0.132,0.027,0.07,15257,0.462,2,29,1,1,0
C00220,2026-06-30,26,Bay of Plenty,70,8440,0.652,0.205,4088,1256,6971,95,0.898,0.044,0.491,0.435,0.143,0.047,0.046,0.079,112336,0.68,2,27,4,0,0
C00221,2026-06-30,29,Waikato,60,9010,0.502,0.25,6449,1728,8411,85,0.956,0.021,0.479,0.452,0.132,0.019,0.126,0.012,62460,0.779,3,30,5,3,0
C00222,2026-06-30,29,Auckland,1,3322,0.576,0.22,3979,804,2640,87,0.926,0.041,0.431,0.437,0.063,0.083,0.037,0.005,4965,0.316,2,20,3,0,0
C00223,2026-06-30,44,Canterbury,90,5242,0.583,0.236,7452,1542,4516,72,0.988,0.06,0.385,0.419,0.116,0.031,0.069,0.061,23053,0.6,1,24,3,0,0
C00224,2026-06-30,61,Bay of Plenty,136,16886,0.572,0.183,104372,64824,3039,44,0.781,0.123,0.451,0.373,0.116,0.055,0.121,0.28,252980,0.175,5,9,6,0,0
C00225,2026-06-30,44,Wellington,111,5184,0.683,0.129,10702,4832,3387,74,0.829,0.108,0.503,0.267,0.11,0.076,0.021,0.031,192732,0.266,3,18,4,0,0
C00226,2026-06-30,30,Wellington,56,6617,0.867,0.158,10760,5754,2685,67,0.831,0.117,0.498,0.349,0.077,0.083,0.084,0.071,112221,0.082,5,21,3,0,0
C00227,2026-06-30,69,Waikato,144,2470,0.525,0.264,20517,10952,1426,6,0.255,0.375,0.655,0.08,0.069,0.016,0.138,0.009,29869,0.023,19,4,3,1,0
C00228,2026-06-30,56,Other,153,18953,0.497,0.246,181358,110014,9340,32,0.706,0.016,0.448,0.288,0.097,0.052,0.111,0.251,322657,0.071,3,19,7,0,0
C00229,2026-06-30,22,Canterbury,43,2899,0.59,0.189,1656,781,2117,73,0.866,0.043,0.504,0.27,0.01,0.132,0.098,0.043,6834,0.292,3,32,1,0,0
C00230,2026-06-30,55,Waikato,90,4185,0.491,0.343,21465,7375,2269,28,0.239,0.367,0.527,0.187,0.061,0.011,0.075,0.059,0,0.07,23,0,3,0,0
C00231,2026-06-30,69,Auckland,156,2723,0.459,0.349,13346,5519,1891,16,0.242,0.371,0.558,0.197,0.01,0.005,0.084,0.053,50458,0.214,28,3,2,1,0
C00232,2026-06-30,33,Auckland,52,6567,0.95,0.112,11957,5535,3788,72,0.722,0.0,0.485,0.34,0.0,0.05,0.086,0.019,285894,0.255,3,25,3,0,0
C00233,2026-06-30,23,Auckland,23,2843,0.845,0.212,2132,467,2078,63,0.875,0.052,0.414,0.346,0.036,0.102,0.044,0.0,11367,0.369,5,33,1,1,0
C00234,2026-06-30,44,Auckland,143,14439,0.556,0.234,82443,56237,7661,57,0.757,0.002,0.475,0.364,0.107,0.039,0.117,0.314,614397,0.167,13,16,6,0,0
C00235,2026-06-30,18,Wellington,6,2705,0.725,0.194,3571,1399,1922,86,1.0,0.021,0.487,0.317,0.024,0.084,0.015,0.004,9510,0.336,4,26,1,0,0
C00236,2026-06-30,30,Canterbury,2,3340,0.794,0.233,3183,1222,2839,77,0.828,0.002,0.447,0.474,0.083,0.086,0.027,0.05,12482,0.386,3,26,1,0,0
C00237,2026-06-30,46,Canterbury,95,4962,0.849,0.143,15131,8309,3417,64,0.872,0.052,0.493,0.227,0.057,0.092,0.047,0.048,111010,0.396,3,17,5,0,0
C00238,2026-06-30,48,Canterbury,109,18989,0.433,0.162,283440,186938,9824,37,0.789,0.074,0.493,0.262,0.126,0.013,0.16,0.312,272330,0.34,3,27,6,0,0
C00239,2026-06-30,47,Auckland,235,20822,0.488,0.208,95130,76016,3748,53,0.715,0.096,0.455,0.249,0.148,0.054,0.118,0.245,61171,0.127,8,13,6,0,1
C00240,2026-06-30,29,Other,91,5612,1.0,0.076,22611,11509,2627,64,0.852,0.0,0.471,0.241,0.03,0.095,0.103,0.077,0,0.253,4,17,3,0,0
C00241,2026-06-30,33,Canterbury,59,6947,0.833,0.215,8066,3010,4421,92,0.876,0.078,0.397,0.477,0.094,0.059,0.025,0.077,0,0.589,1,16,4,0,0
C00242,2026-06-30,58,Canterbury,161,3020,0.357,0.339,14373,7066,1489,29,0.314,0.335,0.493,0.101,0.0,0.003,0.105,0.011,18942,0.03,19,6,2,0,0
C00243,2026-06-30,49,Canterbury,44,5781,0.581,0.085,20217,6576,3486,77,0.735,0.111,0.567,0.204,0.08,0.093,0.027,0.028,59871,0.344,6,21,4,0,0
C00244,2026-06-30,29,Wellington,39,3856,0.723,0.215,4608,1238,3414,78,0.996,0.145,0.514,0.362,0.017,0.111,0.0,0.007,0,0.42,2,25,2,0,0
C00245,2026-06-30,46,Wellington,147,4298,0.305,0.343,7053,2327,2690,25,0.274,0.428,0.564,0.142,0.018,0.029,0.076,0.068,0,0.107,44,2,2,0,0
C00246,2026-06-30,42,Waikato,175,27168,0.44,0.128,254124,163673,10324,48,0.879,0.076,0.463,0.343,0.139,0.021,0.128,0.249,276038,0.216,8,12,5,0,0
C00247,2026-06-30,37,Auckland,93,7429,1.0,0.099,12890,7070,5690,69,0.865,0.004,0.484,0.247,0.014,0.082,0.072,0.109,80394,0.278,5,22,3,0,0
C00248,2026-06-30,22,Canterbury,54,8370,0.809,0.153,8029,3921,4910,64,0.779,0.138,0.456,0.324,0.072,0.056,0.029,0.119,0,0.471,4,15,4,0,0
C00249,2026-06-30,47,Wellington,189,11592,0.582,0.245,84497,68925,4924,71,0.868,0.044,0.427,0.321,0.135,0.027,0.145,0.256,285799,0.0,7,8,6,0,0
C00250,2026-06-30,33,Canterbury,32,3151,0.627,0.261,2891,886,2797,81,0.899,0.08,0.464,0.31,0.083,0.101,0.063,0.109,16796,0.375,3,17,1,2,0
C00251,2026-06-30,55,Other,81,6544,0.893,0.138,26172,15113,3973,56,0.888,0.022,0.436,0.248,0.069,0.068,0.093,0.046,100039,0.183,2,18,4,0,0
C00252,2026-06-30,56,Bay of Plenty,166,14912,0.664,0.14,148327,94518,3379,43,0.703,0.0,0.473,0.319,0.131,0.066,0.122,0.296,165478,0.25,6,19,5,0,0
C00253,2026-06-30,53,Auckland,148,3538,0.573,0.299,6855,3124,1912,24,0.276,0.361,0.517,0.217,0.058,0.002,0.158,0.053,0,0.045,27,4,2,0,0
C00254,2026-06-30,27,Waikato,48,2489,0.676,0.232,1486,400,2123,89,0.949,0.05,0.465,0.375,0.015,0.065,0.043,0.067,0,0.435,4,11,2,0,0
C00255,2026-06-30,38,Waikato,43,8507,0.765,0.064,16783,5155,6727,96,0.894,0.021,0.412,0.404,0.091,0.06,0.077,0.029,0,0.563,2,28,5,1,0
C00256,2026-06-30,57,Other,139,4855,0.57,0.321,8019,4024,1853,20,0.22,0.301,0.492,0.137,0.025,0.014,0.114,0.011,38648,0.181,57,0,1,0,0
C00257,2026-06-30,31,Other,79,4434,0.662,0.328,5548,2419,3831,68,1.0,0.024,0.451,0.26,0.056,0.04,0.061,0.056,14440,0.249,6,22,2,0,0
C00258,2026-06-30,60,Auckland,86,7310,0.347,0.317,9224,3073,4332,3,0.272,0.389,0.525,0.149,0.0,0.026,0.113,0.082,44645,0.081,18,1,2,0,0
C00259,2026-06-30,38,Wellington,122,7436,0.538,0.214,14593,3659,5208,103,0.881,0.033,0.406,0.441,0.129,0.059,0.073,0.0,50319,0.65,1,23,4,0,0
C00260,2026-06-30,30,Waikato,26,2908,0.821,0.265,2210,672,2423,59,0.852,0.001,0.437,0.363,0.0,0.073,0.026,0.0,18079,0.368,3,31,2,0,0
C00261,2026-06-30,25,Wellington,90,6398,1.0,0.091,18508,10929,4306,80,0.866,0.104,0.49,0.264,0.048,0.06,0.051,0.103,290269,0.212,3,14,4,0,0
C00262,2026-06-30,48,Wellington,104,4023,0.593,0.347,5202,927,2453,22,0.303,0.397,0.554,0.113,0.02,0.021,0.071,0.115,0,0.104,27,4,2,0,1
C00263,2026-06-30,52,Canterbury,154,15415,0.635,0.184,193696,126105,5017,51,0.808,0.09,0.507,0.282,0.115,0.022,0.127,0.24,248815,0.23,4,14,6,0,0
C00264,2026-06-30,55,Waikato,107,2434,0.552,0.311,8867,3710,1461,32,0.33,0.475,0.55,0.164,0.038,0.014,0.069,0.037,19626,0.235,27,0,2,0,0
C00265,2026-06-30,40,Auckland,98,7094,0.816,0.225,7833,1506,5979,94,0.842,0.136,0.492,0.426,0.131,0.032,0.045,0.0,51187,0.723,2,23,3,0,0
C00266,2026-06-30,65,Wellington,165,3514,0.434,0.332,8294,4709,1830,30,0.296,0.324,0.461,0.186,0.052,0.031,0.118,0.0,10504,0.15,25,1,2,0,0
C00267,2026-06-30,27,Bay of Plenty,25,2195,0.563,0.202,6371,2056,2077,80,0.902,0.062,0.462,0.31,0.02,0.107,0.015,0.004,0,0.138,3,22,2,1,0
C00268,2026-06-30,62,Bay of Plenty,137,3295,0.491,0.298,13660,5829,1332,25,0.252,0.312,0.393,0.238,0.009,0.0,0.089,0.051,0,0.124,28,9,3,0,0
C00269,2026-06-30,37,Bay of Plenty,79,7120,0.908,0.151,20928,8887,4052,64,0.724,0.007,0.54,0.239,0.04,0.12,0.034,0.092,98687,0.348,4,26,4,0,0
C00270,2026-06-30,26,Bay of Plenty,19,4216,0.729,0.252,3105,1055,2743,84,0.999,0.088,0.479,0.268,0.035,0.087,0.001,0.054,24112,0.147,4,21,2,0,0
C00271,2026-06-30,34,Waikato,47,6549,0.897,0.206,13789,6138,3328,75,0.786,0.081,0.551,0.201,0.059,0.09,0.0,0.029,159131,0.205,6,14,3,0,0
C00272,2026-06-30,59,Canterbury,115,3005,0.479,0.262,9395,3942,1352,19,0.192,0.376,0.504,0.286,0.0,0.03,0.138,0.049,32234,0.044,20,0,2,2,0
C00273,2026-06-30,56,Bay of Plenty,137,2934,0.323,0.172,9581,3078,1719,6,0.192,0.367,0.468,0.294,0.054,0.024,0.102,0.087,52046,0.064,22,7,2,0,0
C00274,2026-06-30,40,Waikato,38,5063,0.948,0.164,12501,4330,2073,62,0.836,0.188,0.439,0.334,0.054,0.04,0.041,0.052,0,0.189,4,23,6,0,0
C00275,2026-06-30,50,Canterbury,123,3876,0.564,0.25,9101,3151,1854,38,0.31,0.406,0.595,0.153,0.072,0.03,0.119,0.103,30854,0.45,26,8,3,0,0
C00276,2026-06-30,34,Wellington,1,2732,0.543,0.34,2032,640,2196,48,0.769,0.113,0.404,0.386,0.055,0.088,0.061,0.066,8332,0.371,3,21,3,1,0
C00277,2026-06-30,38,Other,71,7708,0.779,0.02,11759,5194,5572,58,0.822,0.114,0.507,0.288,0.035,0.077,0.081,0.084,129937,0.23,3,15,4,0,0
C00278,2026-06-30,32,Waikato,56,7655,0.906,0.216,13600,6313,4465,75,0.819,0.086,0.479,0.219,0.063,0.053,0.075,0.102,93999,0.188,3,14,4,1,0
C00279,2026-06-30,37,Wellington,33,11329,0.639,0.266,5613,1900,9454,101,1.0,0.042,0.403,0.476,0.083,0.0,0.058,0.055,76661,0.458,1,15,4,0,0
C00280,2026-06-30,41,Waikato,121,9884,0.859,0.058,14149,7519,4335,51,0.814,0.127,0.41,0.275,0.014,0.072,0.033,0.02,120046,0.336,2,12,3,0,0
C00281,2026-06-30,40,Canterbury,46,6373,0.866,0.035,6788,3502,3703,44,1.0,0.061,0.526,0.186,0.035,0.078,0.028,0.121,251641,0.242,4,9,4,0,0
C00282,2026-06-30,28,Canterbury,38,2979,0.795,0.305,2970,1328,2223,77,0.893,0.115,0.417,0.382,0.046,0.09,0.0,0.019,11745,0.416,4,28,1,0,0
C00283,2026-06-30,44,Bay of Plenty,67,4697,0.872,0.109,13675,7430,2928,61,0.865,0.128,0.509,0.247,0.037,0.083,0.053,0.087,129848,0.193,4,13,4,0,0
C00284,2026-06-30,41,Other,86,8596,0.893,0.147,12768,5827,5267,41,0.836,0.068,0.414,0.238,0.031,0.075,0.107,0.05,296017,0.238,10,17,4,0,0
C00285,2026-06-30,41,Waikato,150,15291,0.603,0.156,129682,81744,2752,42,0.592,0.0,0.47,0.239,0.138,0.029,0.098,0.262,0,0.045,5,19,6,0,0
C00286,2026-06-30,60,Other,128,3531,0.395,0.349,14613,2536,2151,24,0.297,0.452,0.501,0.209,0.026,0.032,0.086,0.051,17618,0.002,24,12,1,0,0
C00287,2026-06-30,59,Wellington,172,19050,0.673,0.164,93142,62442,3757,58,0.913,0.059,0.498,0.286,0.116,0.044,0.118,0.286,126772,0.129,7,16,7,0,0
C00288,2026-06-30,41,Canterbury,89,8223,0.728,0.189,21261,4920,6865,83,0.881,0.112,0.392,0.475,0.121,0.034,0.041,0.043,154213,0.638,1,34,4,1,0
C00289,2026-06-30,35,Auckland,127,8402,0.691,0.224,13641,1107,6732,103,0.833,0.048,0.434,0.516,0.163,0.055,0.112,0.003,104197,0.62,1,26,2,3,0
C00290,2026-06-30,53,Waikato,134,24092,0.559,0.233,94768,76189,6646,33,0.715,0.103,0.458,0.28,0.114,0.055,0.1,0.26,168803,0.326,5,13,6,0,0
C00291,2026-06-30,21,Bay of Plenty,1,3686,0.639,0.241,4663,841,2922,59,0.882,0.054,0.365,0.424,0.01,0.085,0.0,0.0,6034,0.217,5,20,4,1,0
C00292,2026-06-30,36,Auckland,110,7961,0.663,0.271,7894,1098,7536,83,0.896,0.094,0.365,0.5,0.151,0.046,0.106,0.078,67921,0.98,1,27,4,5,0
C00293,2026-06-30,62,Auckland,160,4353,0.456,0.305,5244,2975,2372,32,0.355,0.44,0.464,0.108,0.082,0.049,0.1,0.098,13066,0.223,30,2,2,0,0
C00294,2026-06-30,46,Wellington,74,6955,0.824,0.203,12054,5175,3775,56,0.727,0.033,0.506,0.27,0.049,0.078,0.058,0.063,0,0.199,2,22,4,0,0
C00295,2026-06-30,56,Wellington,206,13366,0.712,0.181,100357,63940,3080,47,0.62,0.0,0.454,0.339,0.093,0.053,0.1,0.276,0,0.17,4,13,6,0,0
C00296,2026-06-30,26,Waikato,24,4222,0.755,0.273,1953,332,3120,78,0.913,0.077,0.468,0.38,0.06,0.072,0.062,0.0,3763,0.462,3,26,1,0,0
C00297,2026-06-30,50,Waikato,157,5568,0.797,0.053,8022,3608,2647,45,0.783,0.026,0.456,0.327,0.024,0.124,0.026,0.078,75299,0.086,5,18,5,0,0
C00298,2026-06-30,35,Wellington,77,6873,0.835,0.094,17084,6622,4284,54,0.758,0.04,0.537,0.293,0.052,0.084,0.01,0.05,169422,0.144,4,14,4,0,0
C00299,2026-06-30,46,Bay of Plenty,197,24677,0.603,0.127,105800,72040,6226,60,0.695,0.0,0.527,0.278,0.129,0.038,0.105,0.216,190048,0.138,8,11,6,0,0
