customer_id,segment_id,segment_name,assignment_confidence,distance_to_center,snapshot_date,age,region,relationship_months,avg_monthly_inflow_6m,salary_inflow_ratio,inflow_cv_6m,avg_balance_6m,min_balance_6m,avg_monthly_spend_6m,monthly_txn_count_6m,digital_txn_ratio,cash_withdrawal_ratio,essential_spend_ratio,discretionary_spend_ratio,travel_spend_ratio,education_spend_ratio,business_merchant_ratio,investment_contribution_ratio,loan_balance,credit_card_utilisation,days_since_last_txn,monthly_app_logins_3m,products_held,overdraft_events_6m,late_payment_events_12m
C00247,6,Stable Salary Builders,0.5166678834004397,1.9392762120381082,2026-06-30,37,Auckland,93,7429,1.0,0.099,12890,7070,5690,69,0.865,0.004,0.484,0.247,0.014,0.082,0.072,0.109,80394,0.278,5,22,3,0,0
C00248,6,Stable Salary Builders,0.5263486360276816,1.8847603855263808,2026-06-30,22,Canterbury,54,8370,0.809,0.153,8029,3921,4910,64,0.779,0.138,0.456,0.324,0.072,0.056,0.029,0.119,0,0.471,4,15,4,0,0
C00249,1,Affluent Investors,0.5572661873834105,1.8452990644984044,2026-06-30,47,Wellington,189,11592,0.582,0.245,84497,68925,4924,71,0.868,0.044,0.427,0.321,0.135,0.027,0.145,0.256,285799,0.0,7,8,6,0,0
C00250,2,Emerging Digital Everyday,0.43291734708800617,2.6671650044740414,2026-06-30,33,Canterbury,32,3151,0.627,0.261,2891,886,2797,81,0.899,0.08,0.464,0.31,0.083,0.101,0.063,0.109,16796,0.375,3,17,1,2,0
C00251,6,Stable Salary Builders,0.6367604486569384,1.3255220488544197,2026-06-30,55,Other,81,6544,0.893,0.138,26172,15113,3973,56,0.888,0.022,0.436,0.248,0.069,0.068,0.093,0.046,100039,0.183,2,18,4,0,0
C00252,1,Affluent Investors,0.5927744195664061,1.6503556824992824,2026-06-30,56,Bay of Plenty,166,14912,0.664,0.14,148327,94518,3379,43,0.703,0.0,0.473,0.319,0.131,0.066,0.122,0.296,165478,0.25,6,19,5,0,0
C00253,5,Low Digital Engagement and Cash-Oriented,0.6822202301478896,1.4998513831704938,2026-06-30,53,Auckland,148,3538,0.573,0.299,6855,3124,1912,24,0.276,0.361,0.517,0.217,0.058,0.002,0.158,0.053,0,0.045,27,4,2,0,0
C00254,2,Emerging Digital Everyday,0.5744053393083385,1.766262063457776,2026-06-30,27,Waikato,48,2489,0.676,0.232,1486,400,2123,89,0.949,0.05,0.465,0.375,0.015,0.065,0.043,0.067,0,0.435,4,11,2,0,0
C00255,3,High Spend Credit Active,0.4626959763130344,2.433718350369452,2026-06-30,38,Waikato,43,8507,0.765,0.064,16783,5155,6727,96,0.894,0.021,0.412,0.404,0.091,0.06,0.077,0.029,0,0.563,2,28,5,1,0
C00256,5,Low Digital Engagement and Cash-Oriented,0.5373716639405222,2.4359282328624188,2026-06-30,57,Other,139,4855,0.57,0.321,8019,4024,1853,20,0.22,0.301,0.492,0.137,0.025,0.014,0.114,0.011,38648,0.181,57,0,1,0,0
C00257,2,Emerging Digital Everyday,0.49302956067299886,2.2529420625902823,2026-06-30,31,Other,79,4434,0.662,0.328,5548,2419,3831,68,1.0,0.024,0.451,0.26,0.056,0.04,0.061,0.056,14440,0.249,6,22,2,0,0
C00258,5,Low Digital Engagement and Cash-Oriented,0.38069696979090056,3.787848848663725,2026-06-30,60,Auckland,86,7310,0.347,0.317,9224,3073,4332,3,0.272,0.389,0.525,0.149,0.0,0.026,0.113,0.082,44645,0.081,18,1,2,0,0
C00259,3,High Spend Credit Active,0.601834190158526,1.6034788258700692,2026-06-30,38,Wellington,122,7436,0.538,0.214,14593,3659,5208,103,0.881,0.033,0.406,0.441,0.129,0.059,0.073,0.0,50319,0.65,1,23,4,0,0
C00260,2,Emerging Digital Everyday,0.6169595044834887,1.5385802363247458,2026-06-30,30,Waikato,26,2908,0.821,0.265,2210,672,2423,59,0.852,0.001,0.437,0.363,0.0,0.073,0.026,0.0,18079,0.368,3,31,2,0,0
C00261,6,Stable Salary Builders,0.6432211926310366,1.295875463965983,2026-06-30,25,Wellington,90,6398,1.0,0.091,18508,10929,4306,80,0.866,0.104,0.49,0.264,0.048,0.06,0.051,0.103,290269,0.212,3,14,4,0,0
C00262,5,Low Digital Engagement and Cash-Oriented,0.5973785308047744,2.0207226252783457,2026-06-30,48,Wellington,104,4023,0.593,0.347,5202,927,2453,22,0.303,0.397,0.554,0.113,0.02,0.021,0.071,0.115,0,0.104,27,4,2,0,1
C00263,1,Affluent Investors,0.7119110171935056,1.0723855225970382,2026-06-30,52,Canterbury,154,15415,0.635,0.184,193696,126105,5017,51,0.808,0.09,0.507,0.282,0.115,0.022,0.127,0.24,248815,0.23,4,14,6,0,0
C00264,5,Low Digital Engagement and Cash-Oriented,0.5449973510944939,2.3806609606613227,2026-06-30,55,Waikato,107,2434,0.552,0.311,8867,3710,1461,32,0.33,0.475,0.55,0.164,0.038,0.014,0.069,0.037,19626,0.235,27,0,2,0,0
C00265,3,High Spend Credit Active,0.5895893754425738,1.668390780247989,2026-06-30,40,Auckland,98,7094,0.816,0.225,7833,1506,5979,94,0.842,0.136,0.492,0.426,0.131,0.032,0.045,0.0,51187,0.723,2,23,3,0,0
C00266,5,Low Digital Engagement and Cash-Oriented,0.6841804426767523,1.4885980130641956,2026-06-30,65,Wellington,165,3514,0.434,0.332,8294,4709,1830,30,0.296,0.324,0.461,0.186,0.052,0.031,0.118,0.0,10504,0.15,25,1,2,0,0
C00267,2,Emerging Digital Everyday,0.4891192065988106,2.278310129675724,2026-06-30,27,Bay of Plenty,25,2195,0.563,0.202,6371,2056,2077,80,0.902,0.062,0.462,0.31,0.02,0.107,0.015,0.004,0,0.138,3,22,2,1,0
C00268,5,Low Digital Engagement and Cash-Oriented,0.5919362154785486,2.0566187148062363,2026-06-30,62,Bay of Plenty,137,3295,0.491,0.298,13660,5829,1332,25,0.252,0.312,0.393,0.238,0.009,0.0,0.089,0.051,0,0.124,28,9,3,0,0
C00269,6,Stable Salary Builders,0.6408107771013423,1.3069012302791492,2026-06-30,37,Bay of Plenty,79,7120,0.908,0.151,20928,8887,4052,64,0.724,0.007,0.54,0.239,0.04,0.12,0.034,0.092,98687,0.348,4,26,4,0,0
C00270,2,Emerging Digital Everyday,0.6032006690011865,1.6104306901828664,2026-06-30,26,Bay of Plenty,19,4216,0.729,0.252,3105,1055,2743,84,0.999,0.088,0.479,0.268,0.035,0.087,0.001,0.054,24112,0.147,4,21,2,0,0
C00271,6,Stable Salary Builders,0.5489751459856097,1.7611557892473697,2026-06-30,34,Waikato,47,6549,0.897,0.206,13789,6138,3328,75,0.786,0.081,0.551,0.201,0.059,0.09,0.0,0.029,159131,0.205,6,14,3,0,0
C00272,5,Low Digital Engagement and Cash-Oriented,0.4440638513334047,3.18397217264387,2026-06-30,59,Canterbury,115,3005,0.479,0.262,9395,3942,1352,19,0.192,0.376,0.504,0.286,0.0,0.03,0.138,0.049,32234,0.044,20,0,2,2,0
C00273,5,Low Digital Engagement and Cash-Oriented,0.4251714693570108,3.3544920307862536,2026-06-30,56,Bay of Plenty,137,2934,0.323,0.172,9581,3078,1719,6,0.192,0.367,0.468,0.294,0.054,0.024,0.102,0.087,52046,0.064,22,7,2,0,0
C00274,6,Stable Salary Builders,0.4766462595000607,2.176050997929469,2026-06-30,40,Waikato,38,5063,0.948,0.164,12501,4330,2073,62,0.836,0.188,0.439,0.334,0.054,0.04,0.041,0.052,0,0.189,4,23,6,0,0
C00275,5,Low Digital Engagement and Cash-Oriented,0.4747911348325445,2.9215525120237165,2026-06-30,50,Canterbury,123,3876,0.564,0.25,9101,3151,1854,38,0.31,0.406,0.595,0.153,0.072,0.03,0.119,0.103,30854,0.45,26,8,3,0,0
C00276,2,Emerging Digital Everyday,0.4539584690340192,2.515971246981799,2026-06-30,34,Wellington,1,2732,0.543,0.34,2032,640,2196,48,0.769,0.113,0.404,0.386,0.055,0.088,0.061,0.066,8332,0.371,3,21,3,1,0
C00277,6,Stable Salary Builders,0.5424109374497031,1.796482352439537,2026-06-30,38,Other,71,7708,0.779,0.02,11759,5194,5572,58,0.822,0.114,0.507,0.288,0.035,0.077,0.081,0.084,129937,0.23,3,15,4,0,0
C00278,6,Stable Salary Builders,0.4707123594630157,2.212840481243489,2026-06-30,32,Waikato,56,7655,0.906,0.216,13600,6313,4465,75,0.819,0.086,0.479,0.219,0.063,0.053,0.075,0.102,93999,0.188,3,14,4,1,0
C00279,3,High Spend Credit Active,0.5238057192481154,2.0419833163449046,2026-06-30,37,Wellington,33,11329,0.639,0.266,5613,1900,9454,101,1.0,0.042,0.403,0.476,0.083,0.0,0.058,0.055,76661,0.458,1,15,4,0,0
C00280,6,Stable Salary Builders,0.5161331624207479,1.9423171165798956,2026-06-30,41,Waikato,121,9884,0.859,0.058,14149,7519,4335,51,0.814,0.127,0.41,0.275,0.014,0.072,0.033,0.02,120046,0.336,2,12,3,0,0
C00281,6,Stable Salary Builders,0.48874921231561896,2.1024131596774014,2026-06-30,40,Canterbury,46,6373,0.866,0.035,6788,3502,3703,44,1.0,0.061,0.526,0.186,0.035,0.078,0.028,0.121,251641,0.242,4,9,4,0,0
C00282,2,Emerging Digital Everyday,0.6119043556227441,1.5647909533371223,2026-06-30,28,Canterbury,38,2979,0.795,0.305,2970,1328,2223,77,0.893,0.115,0.417,0.382,0.046,0.09,0.0,0.019,11745,0.416,4,28,1,0,0
C00283,6,Stable Salary Builders,0.7235707593765304,0.9501953751981637,2026-06-30,44,Bay of Plenty,67,4697,0.872,0.109,13675,7430,2928,61,0.865,0.128,0.509,0.247,0.037,0.083,0.053,0.087,129848,0.193,4,13,4,0,0
C00284,6,Stable Salary Builders,0.521362390406728,1.9127133341190705,2026-06-30,41,Other,86,8596,0.893,0.147,12768,5827,5267,41,0.836,0.068,0.414,0.238,0.031,0.075,0.107,0.05,296017,0.238,10,17,4,0,0
C00285,1,Affluent Investors,0.5379631469478009,1.9565542303815076,2026-06-30,41,Waikato,150,15291,0.603,0.156,129682,81744,2752,42,0.592,0.0,0.47,0.239,0.138,0.029,0.098,0.262,0,0.045,5,19,6,0,0
C00286,5,Low Digital Engagement and Cash-Oriented,0.5859574056312906,2.0964358135388785,2026-06-30,60,Other,128,3531,0.395,0.349,14613,2536,2151,24,0.297,0.452,0.501,0.209,0.026,0.032,0.086,0.051,17618,0.002,24,12,1,0,0
C00287,1,Affluent Investors,0.5956818191692849,1.6349146279679216,2026-06-30,59,Wellington,172,19050,0.673,0.164,93142,62442,3757,58,0.913,0.059,0.498,0.286,0.116,0.044,0.118,0.286,126772,0.129,7,16,7,0,0
C00288,3,High Spend Credit Active,0.6052184850961385,1.5857709495162673,2026-06-30,41,Canterbury,89,8223,0.728,0.189,21261,4920,6865,83,0.881,0.112,0.392,0.475,0.121,0.034,0.041,0.043,154213,0.638,1,34,4,1,0
C00289,4,High Spend and Frequent Overdraft,0.5824066490330219,1.7255624136241985,2026-06-30,35,Auckland,127,8402,0.691,0.224,13641,1107,6732,103,0.833,0.048,0.434,0.516,0.163,0.055,0.112,0.003,104197,0.62,1,26,2,3,0
C00290,1,Affluent Investors,0.6268810746729531,1.4738048559473766,2026-06-30,53,Waikato,134,24092,0.559,0.233,94768,76189,6646,33,0.715,0.103,0.458,0.28,0.114,0.055,0.1,0.26,168803,0.326,5,13,6,0,0
C00291,2,Emerging Digital Everyday,0.5042403331668136,2.181313307896221,2026-06-30,21,Bay of Plenty,1,3686,0.639,0.241,4663,841,2922,59,0.882,0.054,0.365,0.424,0.01,0.085,0.0,0.0,6034,0.217,5,20,4,1,0
C00292,4,High Spend and Frequent Overdraft,0.5336736967648099,2.0044948854901663,2026-06-30,36,Auckland,110,7961,0.663,0.271,7894,1098,7536,83,0.896,0.094,0.365,0.5,0.151,0.046,0.106,0.078,67921,0.98,1,27,4,5,0
C00293,5,Low Digital Engagement and Cash-Oriented,0.5874305957164677,2.086587211621967,2026-06-30,62,Auckland,160,4353,0.456,0.305,5244,2975,2372,32,0.355,0.44,0.464,0.108,0.082,0.049,0.1,0.098,13066,0.223,30,2,2,0,0
C00294,6,Stable Salary Builders,0.6092835374819844,1.4550600341418036,2026-06-30,46,Wellington,74,6955,0.824,0.203,12054,5175,3775,56,0.727,0.033,0.506,0.27,0.049,0.078,0.058,0.063,0,0.199,2,22,4,0,0
C00295,1,Affluent Investors,0.5429642039467986,1.9273515338368623,2026-06-30,56,Wellington,206,13366,0.712,0.181,100357,63940,3080,47,0.62,0.0,0.454,0.339,0.093,0.053,0.1,0.276,0,0.17,4,13,6,0,0
C00296,2,Emerging Digital Everyday,0.6046374024940983,1.602851653984794,2026-06-30,26,Waikato,24,4222,0.755,0.273,1953,332,3120,78,0.913,0.077,0.468,0.38,0.06,0.072,0.062,0.0,3763,0.462,3,26,1,0,0
C00297,6,Stable Salary Builders,0.5052673745255387,2.00480182084839,2026-06-30,50,Waikato,157,5568,0.797,0.053,8022,3608,2647,45,0.783,0.026,0.456,0.327,0.024,0.124,0.026,0.078,75299,0.086,5,18,5,0,0
C00298,6,Stable Salary Builders,0.69034222065834,1.088253105158531,2026-06-30,35,Wellington,77,6873,0.835,0.094,17084,6622,4284,54,0.758,0.04,0.537,0.293,0.052,0.084,0.01,0.05,169422,0.144,4,14,4,0,0
C00299,1,Affluent Investors,0.6131717667420017,1.5435875275778985,2026-06-30,46,Bay of Plenty,197,24677,0.603,0.127,105800,72040,6226,60,0.695,0.0,0.527,0.278,0.129,0.038,0.105,0.216,190048,0.138,8,11,6,0,0
C00300,3,High Spend Credit Active,0.6400687763492411,1.4089744563085933,2026-06-30,34,Auckland,95,7260,0.746,0.204,13526,1942,6768,74,0.944,0.016,0.42,0.412,0.088,0.014,0.062,0.051,206989,0.695,3,26,5,0,0
C00301,6,Stable Salary Builders,0.5683499543411626,1.6592981541789615,2026-06-30,35,Canterbury,138,5189,0.858,0.134,15122,6585,2167,69,0.753,0.149,0.449,0.293,0.039,0.091,0.018,0.071,0,0.234,2,7,4,0,0
C00302,6,Stable Salary Builders,0.5901874239723095,1.5485756501266272,2026-06-30,35,Auckland,102,4522,0.859,0.143,25351,12832,2444,55,0.9,0.103,0.54,0.207,0.075,0.054,0.065,0.044,174708,0.247,2,18,4,0,0
C00303,6,Stable Salary Builders,0.5829801197199717,1.584659301139455,2026-06-30,36,Canterbury,122,4662,0.828,0.09,10469,3391,3483,60,0.841,0.081,0.481,0.302,0.078,0.063,0.0,0.052,392381,0.295,8,17,3,0,0
C00304,2,Emerging Digital Everyday,0.5626213491878828,1.8322984857231044,2026-06-30,25,Other,1,4275,0.63,0.214,3407,989,2854,82,0.951,0.159,0.445,0.364,0.082,0.085,0.008,0.054,5601,0.29,2,29,3,0,0
C00305,5,Low Digital Engagement and Cash-Oriented,0.6414432377934398,1.7415823333123444,2026-06-30,50,Bay of Plenty,77,3857,0.319,0.248,10692,2992,3062,15,0.282,0.368,0.531,0.138,0.011,0.044,0.116,0.025,0,0.173,18,2,1,0,0
C00306,1,Affluent Investors,0.5677254426079472,1.786615222197135,2026-06-30,59,Bay of Plenty,141,13154,0.413,0.245,126631,84519,5038,60,0.867,0.082,0.465,0.365,0.131,0.0,0.106,0.249,0,0.141,4,12,7,0,0
C00307,3,High Spend Credit Active,0.5869890884603209,1.6823488207926947,2026-06-30,44,Wellington,72,9293,0.598,0.241,4600,1212,6814,94,0.829,0.11,0.401,0.369,0.106,0.065,0.07,0.021,72448,0.684,3,19,4,0,0
C00308,6,Stable Salary Builders,0.5768012883871723,1.6159508096446369,2026-06-30,41,Other,93,7773,0.756,0.085,14710,6639,3940,66,0.762,0.093,0.565,0.259,0.047,0.056,0.033,0.072,167107,0.044,3,25,3,0,0
C00309,2,Emerging Digital Everyday,0.5517159041394462,1.8946557257170544,2026-06-30,30,Auckland,83,4152,0.717,0.147,4532,1154,3436,69,0.917,0.071,0.504,0.348,0.002,0.089,0.058,0.0,10498,0.41,3,31,3,0,0
C00310,2,Emerging Digital Everyday,0.3957238762182489,2.9533443949643807,2026-06-30,25,Canterbury,76,2667,0.586,0.152,1207,299,2171,79,0.863,0.019,0.401,0.283,0.041,0.075,0.0,0.0,9284,0.397,4,22,3,2,0
C00311,6,Stable Salary Builders,0.569878622168899,1.6514099871990182,2026-06-30,45,Canterbury,67,4674,0.899,0.057,33292,10309,2787,60,0.737,0.064,0.502,0.316,0.041,0.078,0.0,0.049,158341,0.196,3,12,3,0,0
C00312,1,Affluent Investors,0.6068271949698171,1.576412270022529,2026-06-30,55,Bay of Plenty,165,11999,0.611,0.255,102248,79292,4826,35,0.795,0.0,0.532,0.278,0.14,0.036,0.123,0.217,161225,0.236,5,15,6,0,0
C00313,1,Affluent Investors,0.4629031456653021,2.4307997625603717,2026-06-30,51,Bay of Plenty,140,13055,0.623,0.128,87517,52033,6051,29,0.696,0.025,0.446,0.424,0.128,0.04,0.102,0.265,318695,0.11,3,7,4,0,0
C00314,4,High Spend and Frequent Overdraft,0.449838790464762,2.5499961477678537,2026-06-30,27,Bay of Plenty,53,9502,0.674,0.163,7803,1670,7736,100,0.87,0.124,0.507,0.405,0.054,0.052,0.062,0.0,116897,0.503,2,24,4,2,0
C00315,4,High Spend and Frequent Overdraft,0.44903097424514193,2.5557334997398384,2026-06-30,40,Waikato,60,8725,0.663,0.324,6820,311,9368,98,0.94,0.027,0.399,0.511,0.194,0.052,0.069,0.02,0,0.75,2,21,3,1,0
C00316,2,Emerging Digital Everyday,0.45506833378532724,2.5081919587880965,2026-06-30,31,Other,39,3739,0.946,0.339,1962,747,2865,96,0.879,0.028,0.493,0.312,0.056,0.06,0.068,0.0,9017,0.398,5,25,3,1,0
C00317,2,Emerging Digital Everyday,0.5388558449129234,1.969792947268652,2026-06-30,24,Other,29,2541,0.848,0.209,2465,605,1943,61,0.906,0.081,0.502,0.294,0.013,0.075,0.064,0.051,6893,0.478,5,35,1,0,1
C00318,6,Stable Salary Builders,0.6066118998619028,1.4679655156828455,2026-06-30,29,Wellington,75,7484,0.826,0.101,10123,5759,3489,76,0.855,0.148,0.458,0.286,0.041,0.066,0.078,0.102,415488,0.044,3,14,4,0,0
C00319,6,Stable Salary Builders,0.706967245679361,1.0183683586817307,2026-06-30,32,Canterbury,82,5567,0.845,0.135,16276,6561,3293,59,0.698,0.0,0.496,0.29,0.062,0.103,0.022,0.085,124041,0.313,3,17,4,0,0
C00320,4,High Spend and Frequent Overdraft,0.5457240098491142,1.9332209953603459,2026-06-30,32,Bay of Plenty,75,8163,0.489,0.314,8016,1325,7563,96,0.813,0.034,0.343,0.589,0.16,0.017,0.05,0.077,29840,0.703,2,28,5,3,0
C00321,1,Affluent Investors,0.5278609532730252,2.016381298230933,2026-06-30,53,Waikato,159,23759,0.415,0.164,86093,58776,8904,38,0.713,0.068,0.506,0.314,0.084,0.0,0.099,0.25,297212,0.279,4,13,7,0,0
C00322,1,Affluent Investors,0.38952498247259326,2.9754777072391283,2026-06-30,50,Wellington,114,8147,0.66,0.206,89929,51116,1643,46,0.764,0.011,0.482,0.221,0.14,0.029,0.136,0.286,0,0.279,4,18,6,0,0
C00323,1,Affluent Investors,0.6042076737305241,1.5900650317873284,2026-06-30,48,Canterbury,121,17442,0.726,0.175,117386,94454,6403,38,0.84,0.05,0.462,0.332,0.118,0.082,0.13,0.291,448826,0.177,9,18,7,0,0
C00324,6,Stable Salary Builders,0.5538736832973868,1.7350675070550898,2026-06-30,46,Canterbury,91,6067,0.992,0.111,23703,7444,3902,69,0.776,0.151,0.41,0.182,0.082,0.043,0.002,0.137,163230,0.266,3,13,4,0,0
C00325,4,High Spend and Frequent Overdraft,0.47192574747468036,2.396995028227444,2026-06-30,37,Bay of Plenty,50,9341,0.546,0.264,13081,262,8881,109,0.768,0.077,0.351,0.543,0.138,0.067,0.13,0.063,62513,0.489,1,26,5,1,1
C00326,3,High Spend Credit Active,0.5710137124773245,1.7694837722434693,2026-06-30,40,Canterbury,113,11319,0.646,0.193,9939,2277,10488,94,1.0,0.08,0.373,0.459,0.093,0.054,0.083,0.097,0,0.515,2,26,5,0,0
C00327,3,High Spend Credit Active,0.6438676265123251,1.3902877276043328,2026-06-30,53,Bay of Plenty,87,9331,0.767,0.151,14511,2985,8418,76,0.945,0.087,0.4,0.47,0.12,0.064,0.05,0.053,83323,0.572,2,27,4,0,0
C00328,6,Stable Salary Builders,0.5767734617296038,1.6160924893013353,2026-06-30,39,Bay of Plenty,80,6162,0.84,0.077,13994,8484,3721,53,0.832,0.111,0.469,0.157,0.049,0.06,0.037,0.099,152958,0.354,5,13,3,0,0
C00329,6,Stable Salary Builders,0.5832197539698618,1.5834524099979193,2026-06-30,50,Bay of Plenty,97,7835,0.79,0.122,10917,4321,3514,59,0.831,0.07,0.435,0.244,0.077,0.048,0.06,0.081,576420,0.031,2,22,4,0,0
C00330,2,Emerging Digital Everyday,0.6613036184686577,1.317456020165896,2026-06-30,29,Auckland,10,2816,0.683,0.228,2544,810,2009,81,0.9,0.006,0.465,0.349,0.032,0.059,0.009,0.031,20037,0.224,3,20,3,0,0
C00331,5,Low Digital Engagement and Cash-Oriented,0.5082486801283995,2.6544684623859887,2026-06-30,55,Canterbury,147,6070,0.482,0.294,12703,3822,3471,63,0.273,0.384,0.483,0.162,0.063,0.033,0.112,0.025,27407,0.0,27,2,2,0,0
C00332,3,High Spend Credit Active,0.5261851827379445,2.0276707466549344,2026-06-30,26,Bay of Plenty,102,8510,0.669,0.213,8212,1196,7266,74,0.826,0.126,0.429,0.349,0.072,0.048,0.075,0.088,105394,0.736,1,25,5,1,1
C00333,4,High Spend and Frequent Overdraft,0.5670815261946608,1.8106802880139892,2026-06-30,44,Waikato,57,9005,0.706,0.23,8170,766,8471,105,1.0,0.129,0.402,0.495,0.14,0.035,0.07,0.081,204820,0.744,2,24,4,1,1
C00334,5,Low Digital Engagement and Cash-Oriented,0.6805566765463726,1.5094270595469463,2026-06-30,59,Other,159,3597,0.462,0.322,14238,7126,1905,31,0.139,0.402,0.521,0.168,0.021,0.032,0.081,0.041,25194,0.185,36,3,1,0,0
C00335,5,Low Digital Engagement and Cash-Oriented,0.578853971914129,2.144274067843363,2026-06-30,57,Bay of Plenty,131,4656,0.36,0.321,17800,7788,3503,40,0.326,0.313,0.51,0.219,0.018,0.024,0.106,0.022,45984,0.083,37,4,3,0,0
C00336,4,High Spend and Frequent Overdraft,0.597140373967862,1.6458152092263723,2026-06-30,46,Other,95,9543,0.571,0.281,5278,1453,8302,124,0.94,0.036,0.425,0.484,0.09,0.029,0.05,0.0,57416,0.659,1,27,5,2,0
C00337,2,Emerging Digital Everyday,0.5027613684990302,2.190671117004798,2026-06-30,31,Wellington,68,5431,0.64,0.248,4052,1544,5186,67,0.843,0.0,0.436,0.37,0.026,0.094,0.012,0.0,8262,0.256,5,26,2,1,0
C00338,3,High Spend Credit Active,0.331108646029266,3.4904141671477276,2026-06-30,33,Waikato,106,15041,0.626,0.343,5470,110,14513,93,0.887,0.069,0.409,0.452,0.128,0.074,0.075,0.09,65750,0.786,3,22,4,0,1
C00339,2,Emerging Digital Everyday,0.6119432166286484,1.5645886360548806,2026-06-30,23,Bay of Plenty,1,2896,0.734,0.254,2431,961,2014,60,1.0,0.0,0.443,0.316,0.023,0.068,0.064,0.094,5920,0.379,6,29,2,0,0
C00340,2,Emerging Digital Everyday,0.47908571402450073,2.3443409465966027,2026-06-30,23,Auckland,32,3157,0.7,0.236,2213,1082,2427,64,0.912,0.096,0.433,0.433,0.056,0.122,0.014,0.086,10487,0.398,3,24,2,2,0
C00341,3,High Spend Credit Active,0.5482296268525252,1.8980688131957972,2026-06-30,40,Auckland,49,8467,0.644,0.152,11894,3073,7216,98,0.768,0.065,0.436,0.487,0.077,0.055,0.084,0.092,68975,0.814,2,32,4,1,0
C00342,6,Stable Salary Builders,0.5485993102528337,1.7631669940057686,2026-06-30,42,Bay of Plenty,112,4294,0.94,0.173,17960,10595,2764,50,0.885,0.135,0.429,0.342,0.05,0.081,0.043,0.104,0,0.302,6,18,5,0,0
C00343,2,Emerging Digital Everyday,0.5040399203220274,2.182579765254185,2026-06-30,30,Other,1,3262,0.789,0.341,5505,1202,2233,51,0.842,0.123,0.45,0.417,0.004,0.057,0.076,0.062,5120,0.33,3,27,3,0,0
C00344,5,Low Digital Engagement and Cash-Oriented,0.5890249081020004,2.075956670031131,2026-06-30,57,Waikato,111,3046,0.37,0.299,16489,7869,2240,19,0.363,0.366,0.516,0.216,0.0,0.019,0.031,0.109,28920,0.201,15,0,2,0,0
C00345,1,Affluent Investors,0.49563349608910906,2.2151915150305714,2026-06-30,56,Other,100,20362,0.698,0.15,138870,65873,4491,45,0.853,0.038,0.501,0.212,0.17,0.023,0.134,0.243,89427,0.008,3,24,7,0,0
C00346,2,Emerging Digital Everyday,0.4301565183596895,2.6875466505426497,2026-06-30,26,Auckland,1,7094,0.815,0.201,5914,2305,5662,68,0.997,0.0,0.39,0.377,0.007,0.078,0.06,0.084,23747,0.372,6,27,1,0,0
C00347,4,High Spend and Frequent Overdraft,0.637583133453791,1.4366343086084201,2026-06-30,41,Canterbury,61,7860,0.643,0.236,3602,740,7247,125,0.814,0.12,0.461,0.48,0.139,0.037,0.111,0.009,55762,0.59,2,26,5,3,1
C00348,6,Stable Salary Builders,0.5835232948737898,1.5819243718230833,2026-06-30,46,Waikato,97,6278,0.944,0.115,11102,5267,2574,43,0.861,0.0,0.432,0.326,0.037,0.071,0.025,0.049,133290,0.296,3,13,3,0,0
C00349,6,Stable Salary Builders,0.4920686545410187,2.082535255285727,2026-06-30,38,Wellington,85,4473,0.829,0.187,17284,10411,1931,45,0.727,0.0,0.52,0.373,0.057,0.094,0.075,0.071,0,0.278,4,18,4,0,0
C00350,5,Low Digital Engagement and Cash-Oriented,0.621546970158632,1.8651670514405483,2026-06-30,51,Bay of Plenty,132,3595,0.481,0.373,7449,4171,1690,21,0.29,0.374,0.47,0.146,0.077,0.039,0.121,0.016,0,0.09,17,2,3,0,0
C00351,5,Low Digital Engagement and Cash-Oriented,0.5786813051565405,2.145444191372767,2026-06-30,62,Other,129,4539,0.416,0.291,9101,5343,2280,29,0.3,0.383,0.621,0.08,0.007,0.04,0.032,0.089,26139,0.225,33,0,2,0,0
C00352,5,Low Digital Engagement and Cash-Oriented,0.6114733034394686,1.9292561605978165,2026-06-30,57,Waikato,141,5181,0.515,0.386,6961,3497,3361,24,0.359,0.349,0.576,0.173,0.024,0.035,0.015,0.05,38799,0.021,16,3,3,0,0
C00353,2,Emerging Digital Everyday,0.536653410095441,1.9828407022947927,2026-06-30,24,Auckland,37,5323,0.72,0.202,2578,582,3578,75,1.0,0.084,0.417,0.396,0.0,0.068,0.064,0.0,15046,0.358,7,31,3,0,1
C00354,2,Emerging Digital Everyday,0.6676214959789045,1.2871645578284325,2026-06-30,27,Wellington,13,3052,0.672,0.297,4435,1648,2831,72,0.972,0.056,0.42,0.397,0.058,0.098,0.084,0.029,0,0.364,3,23,2,0,0
C00355,6,Stable Salary Builders,0.5741979398648507,1.6292354626377321,2026-06-30,41,Bay of Plenty,109,6386,0.867,0.174,22924,8175,3388,60,0.947,0.001,0.534,0.25,0.027,0.033,0.02,0.057,89133,0.384,4,22,5,0,0
C00356,1,Affluent Investors,0.508244883639518,2.13589407309635,2026-06-30,64,Wellington,56,14491,0.492,0.09,158868,93555,5787,38,0.68,0.022,0.502,0.256,0.084,0.022,0.065,0.302,139723,0.057,3,21,5,0,0
C00357,3,High Spend Credit Active,0.5997705017740087,1.614325742264548,2026-06-30,39,Waikato,54,5906,0.692,0.201,10887,1726,4588,87,0.83,0.092,0.441,0.54,0.094,0.053,0.061,0.082,122867,0.636,1,24,3,0,0
